caseID,time,state,A,B,C,D,E,F,a,b,c,d,e,f,g,K,activity
2034732297,-1,AA00,false,false,false,false,false,false,false,false,false,false,false,false,false,false,reset
2034732297,0,AA00,false,false,false,false,false,false,false,false,false,false,false,true,false,false,add(f)
2034732297,1,AA00,false,false,false,false,false,false,false,false,false,true,false,true,false,false,add(d)
2034732297,2,AA00,false,false,false,false,false,false,false,false,false,true,false,true,true,false,add(g)
2034732297,3,AA00,false,false,false,false,false,false,true,false,false,true,false,true,true,false,add(a)
2034732297,4,AA00,false,false,false,false,false,false,true,false,false,true,false,true,true,true,add(K)
2034732297,5,AA00,false,false,false,false,false,false,true,false,false,true,true,true,true,true,add(e)
2034732297,6,AA00,false,false,false,true,false,false,true,false,false,true,true,true,true,true,add(D)
2034732297,7,AA00,false,false,false,true,false,false,true,true,false,true,true,true,true,true,add(b)
2034732297,8,AA00,false,false,false,true,false,false,true,true,true,true,true,true,true,true,add(c)
2034732297,9,AA00,false,false,false,true,false,true,true,true,true,true,true,true,true,true,add(F)
2034732297,10,AA00,false,false,true,true,false,true,true,true,true,true,true,true,true,true,add(C)
2034732297,11,AA00,false,false,true,true,false,true,true,true,true,true,true,true,true,true,deadlock
856383636,-1,AA00,false,false,false,false,false,false,false,false,false,false,false,false,false,false,reset
856383636,0,AA00,false,false,false,false,false,false,false,false,false,false,true,false,false,false,add(e)
856383636,1,AA00,false,false,false,false,false,false,false,false,false,false,true,true,false,false,add(f)
856383636,2,AA00,false,false,false,false,false,false,false,false,false,true,true,true,false,false,add(d)
856383636,3,AA00,false,false,false,false,false,false,false,true,false,true,true,true,false,false,add(b)
856383636,4,AA00,false,false,false,false,false,false,false,true,false,true,true,true,true,false,add(g)
856383636,5,AA00,false,false,false,false,false,false,false,true,false,true,true,true,true,true,add(K)
856383636,6,AA00,false,false,false,false,false,false,true,true,false,true,true,true,true,true,add(a)
856383636,7,AA00,false,false,false,true,false,false,true,true,false,true,true,true,true,true,add(D)
856383636,8,AA00,false,false,false,true,false,true,true,true,false,true,true,true,true,true,add(F)
856383636,9,AA00,false,false,false,true,false,true,true,true,true,true,true,true,true,true,add(c)
856383636,10,AA00,false,false,false,true,false,true,true,true,true,true,true,true,true,true,deadlock
1793750873,-1,AA00,false,false,false,false,false,false,false,false,false,false,false,false,false,false,reset
1793750873,0,AA00,false,false,false,false,false,false,true,false,false,false,false,false,false,false,add(a)
1793750873,1,AA00,false,false,false,false,false,false,true,false,false,false,false,true,false,false,add(f)
1793750873,2,AA00,false,false,false,false,false,false,true,false,true,false,false,true,false,false,add(c)
1793750873,3,AA00,false,false,false,false,false,false,true,false,true,true,false,true,false,false,add(d)
1793750873,4,AA00,false,false,false,false,false,false,true,true,true,true,false,true,false,false,add(b)
1793750873,5,AA00,false,false,false,false,false,false,true,true,true,true,true,true,false,false,add(e)
1793750873,6,AA00,false,false,false,true,false,false,true,true,true,true,true,true,false,false,add(D)
1793750873,7,AA00,false,false,false,true,false,true,true,true,true,true,true,true,false,false,add(F)
1793750873,8,AA00,false,false,false,true,false,true,true,true,true,true,true,true,true,false,add(g)
1793750873,9,AA00,false,false,false,true,false,true,true,true,true,true,true,true,true,true,add(K)
1793750873,10,AA00,false,false,false,true,true,true,true,true,true,true,true,true,true,true,add(E)
1793750873,11,AA00,true,false,false,true,true,true,true,true,true,true,true,true,true,true,add(A)
1793750873,12,AA00,true,false,false,true,true,true,true,true,true,true,true,true,true,true,deadlock
881899788,-1,AA00,false,false,false,false,false,false,false,false,false,false,false,false,false,false,reset
881899788,0,AA00,false,false,false,false,false,false,false,false,false,false,false,false,true,false,add(g)
881899788,1,AA00,false,false,false,false,false,false,false,false,false,false,false,true,true,false,add(f)
881899788,2,AA00,false,false,false,false,false,false,false,true,false,false,false,true,true,false,add(b)
881899788,3,AA00,false,false,false,false,false,false,false,true,false,false,false,true,true,true,add(K)
881899788,4,AA00,false,false,false,false,false,false,false,true,true,false,false,true,true,true,add(c)
881899788,5,AA00,false,false,false,false,false,false,false,true,true,false,true,true,true,true,add(e)
881899788,6,AA00,false,false,false,false,false,false,false,true,true,true,true,true,true,true,add(d)
881899788,7,AA00,false,false,false,false,false,false,true,true,true,true,true,true,true,true,add(a)
881899788,8,AA00,false,false,false,true,false,false,true,true,true,true,true,true,true,true,add(D)
881899788,9,AA00,false,false,false,true,false,true,true,true,true,true,true,true,true,true,add(F)
881899788,10,AA00,false,false,false,true,false,true,true,true,true,true,true,true,true,true,deadlock
564105139,-1,AA00,false,false,false,false,false,false,false,false,false,false,false,false,false,false,reset
564105139,0,AA00,false,false,false,false,false,false,false,false,false,false,false,false,true,false,add(g)
564105139,1,AA00,false,false,false,false,false,false,true,false,false,false,false,false,true,false,add(a)
564105139,2,AA00,false,false,false,false,false,false,true,false,true,false,false,false,true,false,add(c)
564105139,3,AA00,false,false,false,false,false,false,true,false,true,false,true,false,true,false,add(e)
564105139,4,AA00,false,false,false,false,false,false,true,false,true,false,true,true,true,false,add(f)
564105139,5,AA00,false,false,false,false,false,false,true,true,true,false,true,true,true,false,add(b)
564105139,6,AA00,false,false,false,false,false,true,true,true,true,false,true,true,true,false,add(F)
564105139,7,AA00,false,false,false,false,false,true,true,true,true,false,true,true,true,true,add(K)
564105139,8,AA00,false,false,false,true,false,true,true,true,true,false,true,true,true,true,add(D)
564105139,9,AA00,false,false,false,true,false,true,true,true,true,true,true,true,true,true,add(d)
564105139,10,AA00,false,false,false,true,true,true,true,true,true,true,true,true,true,true,add(E)
564105139,11,AA00,true,false,false,true,true,true,true,true,true,true,true,true,true,true,add(A)
564105139,12,AA00,true,false,false,true,true,true,true,true,true,true,true,true,true,true,deadlock
1062069814,-1,AA00,false,false,false,false,false,false,false,false,false,false,false,false,false,false,reset
1062069814,0,AA00,false,false,false,false,false,false,false,false,false,false,true,false,false,false,add(e)
1062069814,1,AA00,false,false,false,false,false,false,false,false,false,true,true,false,false,false,add(d)
1062069814,2,AA00,false,false,false,false,false,true,false,false,false,true,true,false,false,false,add(F)
1062069814,3,AA00,false,false,false,false,false,true,true,false,false,true,true,false,false,false,add(a)
1062069814,4,AA00,false,false,false,false,false,true,true,false,false,true,true,true,false,false,add(f)
1062069814,5,AA00,false,false,false,false,false,true,true,false,true,true,true,true,false,false,add(c)
1062069814,6,AA00,false,false,false,false,false,true,true,true,true,true,true,true,false,false,add(b)
1062069814,7,AA00,false,false,false,true,false,true,true,true,true,true,true,true,false,false,add(D)
1062069814,8,AA00,false,false,false,true,false,true,true,true,true,true,true,true,true,false,add(g)
1062069814,9,AA00,false,false,false,true,false,true,true,true,true,true,true,true,true,true,add(K)
1062069814,10,AA00,false,false,false,true,true,true,true,true,true,true,true,true,true,true,add(E)
1062069814,11,AA00,true,false,false,true,true,true,true,true,true,true,true,true,true,true,add(A)
1062069814,12,AA00,true,false,false,true,true,true,true,true,true,true,true,true,true,true,deadlock
591455881,-1,AA00,false,false,false,false,false,false,false,false,false,false,false,false,false,false,reset
591455881,0,AA00,false,false,false,false,false,false,false,false,false,false,false,true,false,false,add(f)
591455881,1,AA00,false,false,false,false,false,false,false,false,false,true,false,true,false,false,add(d)
591455881,2,AA00,false,false,false,false,false,false,false,true,false,true,false,true,false,false,add(b)
591455881,3,AA00,false,false,false,false,false,false,false,true,false,true,true,true,false,false,add(e)
591455881,4,AA00,false,false,false,false,false,false,false,true,true,true,true,true,false,false,add(c)
591455881,5,AA00,false,false,false,false,false,false,false,true,true,true,true,true,true,false,add(g)
591455881,6,AA00,false,false,false,false,false,true,false,true,true,true,true,true,true,false,add(F)
591455881,7,AA00,false,false,false,false,false,true,true,true,true,true,true,true,true,false,add(a)
591455881,8,AA00,false,false,false,true,false,true,true,true,true,true,true,true,true,false,add(D)
591455881,9,AA00,false,false,false,true,false,true,true,true,true,true,true,true,true,true,add(K)
591455881,10,AA00,false,false,false,true,true,true,true,true,true,true,true,true,true,true,add(E)
591455881,11,AA00,true,false,false,true,true,true,true,true,true,true,true,true,true,true,add(A)
591455881,12,AA00,true,false,false,true,true,true,true,true,true,true,true,true,true,true,deadlock
1722476872,-1,AA00,false,false,false,false,false,false,false,false,false,false,false,false,false,false,reset
1722476872,0,AA00,false,false,false,false,false,false,false,false,false,true,false,false,false,false,add(d)
1722476872,1,AA00,false,false,false,false,false,false,false,true,false,true,false,false,false,false,add(b)
1722476872,2,AA00,false,false,false,false,false,false,false,true,false,true,false,true,false,false,add(f)
1722476872,3,AA00,false,false,false,false,false,false,false,true,true,true,false,true,false,false,add(c)
1722476872,4,AA00,false,false,false,false,false,false,true,true,true,true,false,true,false,false,add(a)
1722476872,5,AA00,false,false,false,false,false,false,true,true,true,true,true,true,false,false,add(e)
1722476872,6,AA00,false,false,false,true,false,false,true,true,true,true,true,true,false,false,add(D)
1722476872,7,AA00,false,false,false,true,false,true,true,true,true,true,true,true,false,false,add(F)
1722476872,8,AA00,false,false,false,true,false,true,true,true,true,true,true,true,true,false,add(g)
1722476872,9,AA00,false,false,false,true,false,true,true,true,true,true,true,true,true,true,add(K)
1722476872,10,AA00,false,false,false,true,true,true,true,true,true,true,true,true,true,true,add(E)
1722476872,11,AA00,true,false,false,true,true,true,true,true,true,true,true,true,true,true,add(A)
1722476872,12,AA00,true,false,false,true,true,true,true,true,true,true,true,true,true,true,deadlock
1171317527,-1,AA00,false,false,false,false,false,false,false,false,false,false,false,false,false,false,reset
1171317527,0,AA00,false,false,false,false,false,false,true,false,false,false,false,false,false,false,add(a)
1171317527,1,AA00,false,false,false,false,false,false,true,false,false,false,false,true,false,false,add(f)
1171317527,2,AA00,false,false,false,false,false,false,true,false,true,false,false,true,false,false,add(c)
1171317527,3,AA00,false,false,false,false,false,false,true,false,true,true,false,true,false,false,add(d)
1171317527,4,AA00,false,false,false,false,false,false,true,false,true,true,false,true,true,false,add(g)
1171317527,5,AA00,false,false,false,false,false,false,true,true,true,true,false,true,true,false,add(b)
1171317527,6,AA00,false,false,false,true,false,false,true,true,true,true,false,true,true,false,add(D)
1171317527,7,AA00,false,false,false,true,false,false,true,true,true,true,true,true,true,false,add(e)
1171317527,8,AA00,false,false,false,true,false,true,true,true,true,true,true,true,true,false,add(F)
1171317527,9,AA00,false,false,false,true,false,true,true,true,true,true,true,true,true,true,add(K)
1171317527,10,AA00,false,false,false,true,true,true,true,true,true,true,true,true,true,true,add(E)
1171317527,11,AA00,true,false,false,true,true,true,true,true,true,true,true,true,true,true,add(A)
1171317527,12,AA00,true,false,false,true,true,true,true,true,true,true,true,true,true,true,deadlock
1925637623,-1,AA00,false,false,false,false,false,false,false,false,false,false,false,false,false,false,reset
1925637623,0,AA00,false,false,false,false,false,false,false,false,false,false,false,false,true,false,add(g)
1925637623,1,AA00,false,false,false,false,false,false,false,false,true,false,false,false,true,false,add(c)
1925637623,2,AA00,false,false,false,false,false,false,false,true,true,false,false,false,true,false,add(b)
1925637623,3,AA00,false,false,false,false,false,false,false,true,true,false,true,false,true,false,add(e)
1925637623,4,AA00,false,false,false,false,false,false,false,true,true,true,true,false,true,false,add(d)
1925637623,5,AA00,false,false,false,false,false,true,false,true,true,true,true,false,true,false,add(F)
1925637623,6,AA00,false,false,false,false,false,true,false,true,true,true,true,true,true,false,add(f)
1925637623,7,AA00,false,false,false,false,false,true,false,true,true,true,true,true,true,true,add(K)
1925637623,8,AA00,false,false,false,false,false,true,true,true,true,true,true,true,true,true,add(a)
1925637623,9,AA00,false,false,false,true,false,true,true,true,true,true,true,true,true,true,add(D)
1925637623,10,AA00,false,false,false,true,true,true,true,true,true,true,true,true,true,true,add(E)
1925637623,11,AA00,true,false,false,true,true,true,true,true,true,true,true,true,true,true,add(A)
1925637623,12,AA00,true,false,false,true,true,true,true,true,true,true,true,true,true,true,deadlock
1813781816,-1,AA00,false,false,false,false,false,false,false,false,false,false,false,false,false,false,reset
1813781816,0,AA00,false,false,false,false,false,false,false,true,false,false,false,false,false,false,add(b)
1813781816,1,AA00,false,false,false,false,false,false,true,true,false,false,false,false,false,false,add(a)
1813781816,2,AA00,false,false,false,false,false,false,true,true,false,false,true,false,false,false,add(e)
1813781816,3,AA00,false,false,false,false,false,false,true,true,false,false,true,false,true,false,add(g)
1813781816,4,AA00,false,false,false,false,false,false,true,true,false,true,true,false,true,false,add(d)
